,Image,F1,Jaccard,Recall,Precision
269,1828.jpg,0.9340874483358712,0.8763265306122449,0.9658119658119658,0.9043807919123842
270,2035.jpg,0.8907849829351535,0.803076923076923,0.9595588235294118,0.8312101910828026
271,1463.jpg,0.9524551831644583,0.9092261904761905,0.9629629629629629,0.9421742482652274
272,1800.jpg,0.8838526912181304,0.7918781725888325,0.8764044943820225,0.8914285714285715
273,695.jpg,0.9442191583310805,0.894332536701946,0.9385524901469008,0.9499546690843155
274,237.jpg,0.0,0.0,0.0,0.0
275,144.jpg,0.9655818708468222,0.9334541261736122,0.9867664983458123,0.9452877397831526
276,8.jpg,0.9104203323558162,0.8355702289528457,0.8555261610817166,0.9728419821174897
277,2388.jpg,0.9767091603464041,0.9544785534062237,0.9895367847411444,0.9642098555649957
278,645.jpg,0.3736263736263736,0.22972972972972974,0.9396984924623115,0.23316708229426433
279,0.jpg,0.0,0.0,0.0,0.0
280,2630.jpg,0.8787621152865159,0.78374279648165,0.9584569732937686,0.8113029827315542
281,1406.jpg,0.5090909090909091,0.34146341463414637,1.0,0.34146341463414637
282,465.jpg,0.8743362831858408,0.7767295597484277,0.8613775065387969,0.8876909254267745
283,379.jpg,0.7221206581352834,0.5650929899856938,0.8438968807862128,0.6310576206198744
284,1571.jpg,0.9528845245963554,0.9100090171325519,0.9830508474576272,0.9245144741663613
285,2040.jpg,0.9490291262135923,0.9030023094688222,0.9824120603015075,0.9178403755868545
286,2322.jpg,0.9446441409058233,0.8950953678474114,0.9801093983092989,0.9116558741905643
287,1268.jpg,0.9558616811920158,0.9154550350026925,0.9566685424873382,0.9550561797752809
288,2751.jpg,0.7037792065234437,0.5429470118557949,0.6280436607892528,0.8002853067047075
289,609.jpg,0.9405736990693945,0.8878141860771154,0.9683507966126023,0.9143457342278241
290,2028.jpg,0.0,0.0,0.0,0.0
291,1121.jpg,0.963378592538656,0.9293446822576646,0.9470315789473684,0.9802998605299861
292,1061.jpg,0.9813315711217578,0.9633473889069089,0.9896701099633456,0.973132372214941
293,1843.jpg,0.9554370268410185,0.9146763300938889,0.9672530917958544,0.9439061703212647
294,340.jpg,0.20227195659545608,0.1125153258511742,0.8956456456456456,0.11400993883792049
295,2358.jpg,0.9525629649853252,0.9094226508536426,0.9725435540069687,0.9333868378812199
296,118.jpg,0.9400094473311289,0.8868092691622104,0.9880834160873883,0.8963963963963963
297,1455.jpg,0.9423937360178972,0.891062929666843,0.967834577828834,0.9182561307901907
298,76.jpg,0.9749599358974359,0.9511432479968732,0.9852226720647773,0.9649088025376685
299,1672.jpg,0.0,0.0,0.0,0.0
300,1807.jpg,0.8219178082191781,0.6976744186046512,0.7389162561576355,0.9259259259259259
301,2410.jpg,0.9261363636363636,0.8624338624338624,0.9721669980119284,0.8842676311030742
302,1143.jpg,0.9438202247191011,0.8936170212765957,0.9715302491103203,0.9176470588235294
303,946.jpg,0.9166897315250485,0.8461931527848748,0.9981916817359855,0.8474923234390993
304,825.jpg,0.8653473030655802,0.7626538987688098,0.9832451499118166,0.7726957726957727
305,1282.jpg,0.0,0.0,0.0,0.0
306,1661.jpg,0.8559730250481694,0.7482105263157894,0.985579589572934,0.7564921243082162
307,989.jpg,0.0,0.0,0.0,0.0
308,2083.jpg,0.9522264818637569,0.9088094567970729,0.9853524565151053,0.9212553495007133
309,898.jpg,0.9628104036718842,0.9282877567230228,0.9704626334519573,0.9552779075198505
310,854.jpg,0.0,0.0,0.0,0.0
311,1892.jpg,0.9710491367861885,0.9437274135260713,0.9945593035908596,0.9486248053969901
